timestamp,service_name,endpoint,status_code,response_time_ms,release_version,server_region
2026-01-07 16:10:25.092159,order-service,/profile,500.0,217.0,v1.1,
2025-12-22 02:40:25.092159,,,200.0,944.0,v1.0,us-east
2025-12-26 02:56:25.092159,,/login,503.0,933.0,v1.0,ap-south
2026-01-08 04:35:25.092159,auth-service,/login/,400.0,-1.0,v1.0,us-east
2025-12-02 18:59:25.092159,order-service,/profile,401.0,,,us-east
2025-12-26 10:33:25.092159,order-service,/Login,503.0,851.0,,us-west
2025-11-16 04:02:25.092159,,/Login,200.0,,v1.0,
2025-11-23 15:21:25.092159,,,500.0,945.0,v1.1,
2025-12-12 17:08:25.092159,,/login,,1027.0,v2.0,eu-central
2025-11-24 18:37:25.092159,user-service,/profile,400.0,,v1.0,eu-central
2025-11-24 18:37:25.092159,user-service,/profile,400.0,,v1.0,eu-central
2025-12-14 06:15:25.092159,user-service,,,,v1.0,ap-south
2025-11-20 16:18:25.092159,auth-service,/login/,400.0,,,eu-central
2025-12-03 21:59:25.092159,order-service,,200.0,-1.0,v1.0,us-east
2025-12-01 10:08:25.092159,,/Login,200.0,265.0,,
2025-12-14 21:16:25.092159,auth-service,/Login,999.0,-1.0,,us-east
2026-01-06 00:50:25.092159,order-service,/login,503.0,1216.0,v1.1,us-west
2025-12-10 17:42:25.092159,,,201.0,691.0,v1.0,us-east
2025-12-09 22:20:25.092159,user-service,/Login,201.0,,v1.1,ap-south
2025-11-18 06:28:25.092159,,/Login,201.0,-1.0,v1.1,
2025-12-21 05:14:25.092159,auth-service,,500.0,-1.0,,
2025-11-23 02:22:25.092159,user-service,/profile,503.0,-1.0,v2.0,eu-central
2025-11-23 02:22:25.092159,user-service,/profile,503.0,-1.0,v2.0,eu-central
2025-12-28 22:21:25.092159,order-service,/login/,201.0,1040.0,v1.1,ap-south
2025-11-13 05:55:25.092159,auth-service,,500.0,,v1.1,ap-south
2025-12-24 23:41:25.092159,,/login,200.0,-1.0,v1.1,
2025-12-23 02:42:25.092159,auth-service,/login,201.0,-1.0,v1.1,us-west
2025-11-27 02:01:25.092159,auth-service,/login,500.0,261.0,,us-east
2025-12-09 20:12:25.092159,user-service,/Login,,-1.0,v2.0,us-west
2025-12-09 21:21:25.092159,order-service,/profile,200.0,-1.0,v1.0,us-west
2025-12-12 22:28:25.092159,order-service,,404.0,-1.0,,eu-central
2025-12-19 00:45:25.092159,order-service,/login,400.0,,v1.0,us-east
2025-11-29 21:07:25.092159,order-service,/login,999.0,-1.0,v1.0,
2025-11-27 03:21:25.092159,order-service,/Login,503.0,-1.0,v1.1,eu-central
2025-11-27 01:29:25.092159,,,201.0,,,
2025-12-06 01:45:25.092159,user-service,/login,500.0,-1.0,v2.0,
2025-11-12 05:22:25.092159,auth-service,/login/,200.0,269.0,,
2025-12-25 02:54:25.092159,order-service,/Login,500.0,-1.0,v1.1,
2025-12-30 11:45:25.092159,user-service,/profile,,,v1.0,ap-south
2025-12-09 13:21:25.092159,auth-service,/login/,400.0,-1.0,v1.1,
2025-12-13 10:54:25.092159,auth-service,,999.0,-1.0,v1.1,
2025-12-08 20:09:25.092159,order-service,,503.0,337.0,v1.0,us-east
2025-12-08 20:09:25.092159,order-service,,503.0,337.0,v1.0,us-east
2026-01-08 17:15:25.092159,auth-service,,500.0,,,us-west
2025-12-18 05:05:25.092159,order-service,/Login,404.0,,v1.0,ap-south
2025-11-24 00:53:25.092159,,/login/,500.0,-1.0,v1.0,us-west
2025-12-21 16:58:25.092159,,/profile,999.0,454.0,,eu-central
2025-12-07 08:35:25.092159,auth-service,/profile,404.0,280.0,v2.0,us-east
2025-12-23 21:06:25.092159,auth-service,/login,400.0,-1.0,v1.1,us-west
2025-11-27 09:00:25.092159,user-service,/Login,404.0,447.0,v2.0,us-east
2025-11-15 10:36:25.092159,,/profile,,244.0,v1.1,
2025-11-23 02:05:25.092159,user-service,,401.0,268.0,v2.0,ap-south
2025-12-03 01:52:25.092159,,/login,,184.0,,us-east
2025-11-25 05:38:25.092159,order-service,/Login,999.0,-1.0,v1.1,eu-central
2025-11-25 05:38:25.092159,order-service,/Login,999.0,-1.0,v1.1,eu-central
2025-12-09 11:47:25.092159,,/profile,400.0,-1.0,,eu-central
2026-01-02 12:06:25.092159,order-service,,999.0,-1.0,,us-west
2025-12-30 11:28:25.092159,auth-service,/login/,400.0,954.0,,
2025-12-30 15:26:25.092159,,,404.0,284.0,v2.0,ap-south
2026-01-05 01:14:25.092159,order-service,/login/,201.0,744.0,v2.0,ap-south
2026-01-08 20:21:25.092159,order-service,,404.0,337.0,v2.0,us-west
2025-12-19 06:52:25.092159,user-service,/profile,,1432.0,v1.1,ap-south
2025-12-21 13:55:25.092159,user-service,/profile,201.0,,v2.0,us-west
2026-01-02 18:11:25.092159,,/login/,999.0,1209.0,,
2025-12-27 06:09:25.092159,auth-service,,503.0,-1.0,v2.0,eu-central
2026-01-08 21:30:25.092159,user-service,/login,200.0,,,us-west
2025-11-29 09:32:25.092159,auth-service,/login,503.0,,v1.0,eu-central
2025-11-13 15:26:25.092159,user-service,/profile,401.0,,v1.1,us-west
2025-12-03 09:03:25.092159,user-service,/login/,201.0,465.0,,eu-central
2025-12-07 07:00:25.092159,user-service,/login/,404.0,311.0,v1.0,
2025-11-30 07:52:25.092159,,/profile,500.0,225.0,v1.0,
2025-12-24 12:57:25.092159,auth-service,/profile,401.0,319.0,v2.0,ap-south
2025-11-18 03:39:25.092159,auth-service,/login,500.0,-1.0,v2.0,
2025-11-16 08:46:25.092159,user-service,/Login,503.0,104.0,v1.0,eu-central
2025-12-21 17:01:25.092159,order-service,/Login,404.0,822.0,,eu-central
2025-12-25 10:35:25.092159,order-service,,201.0,,v1.1,us-west
2026-01-02 06:31:25.092159,,/profile,401.0,,v1.1,eu-central
2025-12-30 07:16:25.092159,order-service,/profile,,,,eu-central
2025-12-20 15:42:25.092159,order-service,,999.0,,v2.0,us-east
2025-12-03 04:49:25.092159,user-service,/login/,503.0,,v2.0,eu-central
2025-12-07 19:21:25.092159,auth-service,/profile,503.0,-1.0,,us-west
2026-01-04 11:45:25.092159,,/Login,500.0,925.0,v1.0,
2025-11-18 13:29:25.092159,,,500.0,333.0,v1.0,ap-south
2025-12-25 18:03:25.092159,,/login,404.0,233.0,v1.0,us-east
2025-11-27 12:11:25.092159,order-service,/login,401.0,,v1.0,
2025-12-09 11:34:25.092159,auth-service,,500.0,351.0,v1.1,eu-central
2025-11-20 22:10:25.092159,order-service,/Login,503.0,,,us-east
2025-11-20 20:14:25.092159,,,500.0,,v2.0,eu-central
2025-11-12 18:39:25.092159,user-service,,404.0,-1.0,v1.0,us-west
2025-12-23 19:07:25.092159,,/Login,,-1.0,v1.1,us-west
2025-11-30 18:53:25.092159,user-service,/login,400.0,874.0,v2.0,
2025-12-22 18:39:25.092159,order-service,,400.0,1024.0,,ap-south
2025-12-02 22:41:25.092159,auth-service,,,1235.0,,ap-south
2025-11-11 06:51:25.092159,,,400.0,133.0,,ap-south
2025-11-21 05:23:25.092159,order-service,/login,,1901.0,,us-west
2025-11-21 05:23:25.092159,order-service,/login,,1901.0,,us-west
2025-11-20 10:38:25.092159,user-service,,201.0,207.0,v1.1,
2025-11-26 13:21:25.092159,auth-service,,201.0,1455.0,,us-east
2025-12-08 18:38:25.092159,,,201.0,,v1.0,eu-central
2025-11-24 09:26:25.092159,,/Login,401.0,1381.0,,us-west
2025-12-14 19:02:25.092159,user-service,/profile,500.0,930.0,v1.0,us-west
2025-12-11 09:26:25.092159,order-service,/profile,201.0,-1.0,v1.0,eu-central
2025-11-17 16:01:25.092159,user-service,/login,400.0,1825.0,,
2025-12-28 15:06:25.092159,auth-service,/login/,500.0,320.0,,
2025-11-29 15:23:25.092159,,,401.0,389.0,v2.0,us-west
2025-11-13 06:36:25.092159,auth-service,/Login,404.0,384.0,v1.0,ap-south
2025-11-13 06:36:25.092159,auth-service,/Login,404.0,384.0,v1.0,ap-south
2025-11-27 03:34:25.092159,,/login/,,922.0,v1.0,
2025-12-31 14:25:25.092159,auth-service,/login,404.0,-1.0,v1.0,eu-central
2025-12-25 11:16:25.092159,auth-service,/profile,999.0,,,
2025-12-21 02:40:25.092159,auth-service,/Login,200.0,,v2.0,us-west
2025-12-21 02:40:25.092159,auth-service,/Login,200.0,,v2.0,us-west
2025-12-22 21:30:25.092159,order-service,,201.0,,v1.1,us-west
2025-11-20 20:58:25.092159,auth-service,,503.0,-1.0,,us-west
2025-11-11 06:10:25.092159,order-service,/profile,500.0,1566.0,v2.0,ap-south
2025-11-26 16:00:25.092159,auth-service,/Login,999.0,1077.0,v1.1,us-west
2025-12-03 11:18:25.092159,auth-service,/profile,,1166.0,v1.0,
2025-12-25 03:31:25.092159,,/login/,201.0,,v1.0,ap-south
2025-12-30 12:32:25.092159,user-service,,201.0,1068.0,v1.0,us-east
2025-12-21 14:52:25.092159,,/login/,,371.0,v1.0,ap-south
2025-12-23 09:32:25.092159,order-service,/profile,503.0,,v1.0,us-west
2025-11-28 12:28:25.092159,,,999.0,,,ap-south
2025-12-30 08:53:25.092159,user-service,/login/,400.0,138.0,v1.1,us-west
2025-12-18 15:34:25.092159,auth-service,/Login,500.0,,,eu-central
2025-11-15 01:41:25.092159,auth-service,,404.0,427.0,v1.1,us-west
2025-11-11 16:18:25.092159,auth-service,/login/,200.0,479.0,v1.1,us-west
2025-12-20 19:39:25.092159,auth-service,/Login,503.0,349.0,v1.0,ap-south
2025-12-25 09:21:25.092159,,/Login,401.0,1082.0,,us-east
2025-12-16 11:00:25.092159,auth-service,,,930.0,v1.1,us-east
2026-01-09 07:23:25.092159,,,503.0,398.0,v2.0,eu-central
2025-11-21 15:43:25.092159,auth-service,,999.0,1034.0,v1.0,us-west
2025-11-27 09:22:25.092159,,,503.0,,,us-west
2025-11-26 06:03:25.092159,user-service,,503.0,,v1.0,us-east
2026-01-01 15:09:25.092159,user-service,/profile,999.0,-1.0,,
2025-11-14 11:06:25.092159,order-service,/Login,503.0,1301.0,v1.0,us-east
2025-12-15 16:04:25.092159,,,404.0,-1.0,,ap-south
2025-11-18 10:23:25.092159,user-service,/profile,503.0,,v1.1,ap-south
2025-12-27 17:08:25.092159,user-service,,200.0,,v1.1,
2025-12-22 16:25:25.092159,user-service,,404.0,,v1.0,eu-central
2025-11-17 12:39:25.092159,order-service,/login/,503.0,1266.0,,eu-central
2025-12-11 01:45:25.092159,,,400.0,,v1.0,ap-south
2025-12-16 17:54:25.092159,auth-service,/login/,400.0,902.0,,ap-south
2025-12-19 13:27:25.092159,user-service,,,348.0,v1.1,us-east
2025-12-22 07:49:25.092159,order-service,/login/,999.0,199.0,v1.0,us-east
2025-11-29 02:42:25.092159,auth-service,/profile,400.0,1188.0,v1.0,us-west
2026-01-07 03:49:25.092159,,,999.0,330.0,,us-east
2025-12-21 10:33:25.092159,auth-service,/profile,999.0,1321.0,,us-west
2025-11-23 00:49:25.092159,auth-service,/Login,999.0,181.0,v1.1,ap-south
2025-11-19 06:12:25.092159,user-service,/login/,500.0,1290.0,v2.0,us-east
2025-12-21 06:26:25.092159,user-service,/login,200.0,-1.0,v1.1,
2025-12-27 03:41:25.092159,order-service,,404.0,-1.0,,ap-south
2025-12-10 04:15:25.092159,user-service,/login,401.0,1068.0,v1.0,us-east
2025-12-05 23:26:25.092159,,,,330.0,,eu-central
2026-01-03 09:43:25.092159,,,401.0,,v2.0,ap-south
2025-11-29 16:04:25.092159,order-service,/login/,,,,eu-central
2026-01-08 12:20:25.092159,,/login/,999.0,,,us-west
2025-12-18 11:31:25.092159,auth-service,/profile,200.0,738.0,v1.1,
2026-01-05 07:29:25.092159,,/Login,401.0,267.0,v1.1,us-east
2026-01-05 07:29:25.092159,,/Login,401.0,267.0,v1.1,us-east
2025-12-18 06:00:25.092159,auth-service,,404.0,,v2.0,ap-south
2025-12-24 06:02:25.092159,,/login/,,,v2.0,ap-south
2025-12-07 13:04:25.092159,,/profile,200.0,-1.0,,
2025-12-30 23:13:25.092159,auth-service,/Login,201.0,,v1.1,us-west
2025-11-10 22:12:25.092159,order-service,/Login,404.0,-1.0,v2.0,
2025-11-28 07:16:25.092159,order-service,/login/,,-1.0,,eu-central
2025-12-16 14:10:25.092159,,/login/,201.0,1445.0,v1.0,us-west
2025-12-20 00:55:25.092159,auth-service,/Login,401.0,294.0,v1.0,
2025-12-01 17:53:25.092159,order-service,/login/,404.0,496.0,,us-west
2025-11-15 17:08:25.092159,,/Login,999.0,,v2.0,us-east
2026-01-01 14:40:25.092159,,/profile,999.0,-1.0,v2.0,
2026-01-07 19:45:25.092159,auth-service,/Login,999.0,1025.0,,us-east
2025-12-01 14:30:25.092159,user-service,,503.0,182.0,v1.1,ap-south
2025-12-10 00:38:25.092159,,,200.0,813.0,v1.0,ap-south
2025-12-14 02:21:25.092159,user-service,,500.0,1183.0,v1.0,us-west
2025-12-15 00:29:25.092159,,/Login,404.0,,,
2025-12-19 22:44:25.092159,user-service,,400.0,1418.0,v2.0,eu-central
2026-01-07 10:57:25.092159,user-service,,404.0,992.0,v1.0,us-east
2025-12-27 06:26:25.092159,user-service,,201.0,288.0,,us-west
2026-01-03 18:23:25.092159,order-service,/profile,999.0,-1.0,v2.0,us-west
2025-11-19 11:58:25.092159,auth-service,/login,999.0,-1.0,,us-east
2025-11-24 00:08:25.092159,user-service,/login,400.0,1642.0,v2.0,us-west
2025-12-21 06:08:25.092159,auth-service,,500.0,,,eu-central
2025-11-20 10:28:25.092159,order-service,/Login,400.0,1268.0,,us-west
2025-11-29 14:22:25.092159,user-service,,200.0,,v2.0,us-west
2025-11-30 08:20:25.092159,,/Login,500.0,-1.0,v2.0,eu-central
2025-11-30 08:20:25.092159,,/Login,500.0,-1.0,v2.0,eu-central
2025-12-16 12:44:25.092159,user-service,,400.0,242.0,v2.0,ap-south
2026-01-03 14:20:25.092159,order-service,/login/,,,,eu-central
2025-11-15 10:13:25.092159,user-service,/Login,503.0,-1.0,,
2025-11-21 20:09:25.092159,user-service,,999.0,375.0,,us-west
2025-12-20 07:27:25.092159,auth-service,,500.0,957.0,v1.0,eu-central
2025-12-13 18:03:25.092159,,/login/,404.0,619.0,v2.0,us-east
2025-11-11 07:29:25.092159,order-service,/Login,500.0,-1.0,,
2025-12-10 16:38:25.092159,user-service,,,777.0,v1.1,ap-south
2025-11-14 22:11:25.092159,,,401.0,1325.0,v2.0,us-west
2025-12-28 12:54:25.092159,order-service,,503.0,-1.0,v1.0,
2025-12-13 20:22:25.092159,user-service,,999.0,1450.0,v2.0,us-east
2025-11-27 00:49:25.092159,,/login,999.0,1460.0,v1.0,eu-central
2025-11-20 10:23:25.092159,user-service,,401.0,,v1.1,
2025-11-22 09:27:25.092159,order-service,,400.0,383.0,v1.1,
2025-12-29 15:11:25.092159,,/Login,404.0,-1.0,,us-west
2025-11-29 21:19:25.092159,auth-service,,201.0,-1.0,v1.1,ap-south
2025-11-11 01:28:25.092159,order-service,,500.0,-1.0,v1.1,
2025-12-19 21:38:25.092159,order-service,/profile,500.0,,,
2025-12-11 10:32:25.092159,order-service,,400.0,,v1.1,us-west
2025-11-28 13:01:25.092159,auth-service,/login,200.0,-1.0,,eu-central
2025-12-13 16:12:25.092159,user-service,/Login,,-1.0,,us-east
2025-12-13 16:12:25.092159,user-service,/Login,,-1.0,,us-east
2025-12-06 02:13:25.092159,,,503.0,-1.0,,eu-central
2025-12-18 01:19:25.092159,order-service,/Login,,,,us-west
2025-12-11 18:11:25.092159,user-service,/login,,722.0,v2.0,eu-central
2025-12-30 03:22:25.092159,user-service,/Login,400.0,-1.0,v1.0,eu-central
2026-01-01 02:46:25.092159,auth-service,/Login,999.0,,v1.1,ap-south
2025-11-28 13:20:25.092159,auth-service,,401.0,,v1.0,us-east
2025-12-18 03:12:25.092159,order-service,,500.0,379.0,v1.1,
2025-12-07 11:16:25.092159,user-service,,401.0,-1.0,v2.0,us-east
2025-12-01 16:05:25.092159,order-service,/profile,503.0,235.0,v1.0,ap-south
2025-12-20 00:00:25.092159,order-service,/login,999.0,1460.0,,ap-south
2026-01-04 04:28:25.092159,auth-service,/login/,401.0,,,ap-south
2025-12-10 00:43:25.092159,,/Login,404.0,290.0,v1.1,
2025-11-23 12:06:25.092159,order-service,/Login,400.0,289.0,v2.0,us-west
2026-01-03 07:19:25.092159,order-service,,401.0,,v1.1,us-west
2025-11-19 07:58:25.092159,order-service,,503.0,-1.0,v2.0,us-west
2025-11-24 13:22:25.092159,order-service,,500.0,-1.0,,ap-south
2025-12-01 17:43:25.092159,order-service,/login,400.0,,v1.0,ap-south
2025-11-17 16:40:25.092159,order-service,/login,200.0,1280.0,,us-east
2025-11-12 04:01:25.092159,,,200.0,479.0,,ap-south
2025-12-12 23:20:25.092159,user-service,,201.0,,v2.0,us-east
2025-12-15 23:14:25.092159,,/login/,404.0,368.0,v1.1,ap-south
2025-12-04 23:27:25.092159,user-service,,500.0,,v1.1,ap-south
2025-11-17 03:30:25.092159,,,500.0,,v1.1,us-west
2025-12-17 17:22:25.092159,auth-service,,503.0,,v1.0,eu-central
2025-11-18 09:48:25.092159,user-service,/login,400.0,-1.0,v1.0,us-west
2025-11-26 06:38:25.092159,,/login,503.0,,v1.1,ap-south
2025-12-29 04:09:25.092159,auth-service,/Login,400.0,,v1.1,
2025-12-02 11:26:25.092159,,,401.0,389.0,v1.1,us-east
2025-12-17 15:37:25.092159,order-service,/login/,500.0,,v2.0,eu-central
2025-11-10 16:43:25.092159,user-service,/Login,404.0,,v1.0,ap-south
2025-12-08 21:20:25.092159,,/Login,201.0,-1.0,v1.0,us-east
2026-01-08 20:47:25.092159,auth-service,/profile,401.0,210.0,v1.1,
2025-11-21 09:33:25.092159,,/login/,503.0,,v1.0,
2025-12-12 18:04:25.092159,user-service,/login,201.0,-1.0,v1.1,ap-south
2025-12-15 10:45:25.092159,user-service,/Login,200.0,,v1.0,ap-south
2025-12-14 15:23:25.092159,,/login,401.0,,,eu-central
2025-11-24 06:41:25.092159,,/profile,400.0,1073.0,,
2025-12-04 21:41:25.092159,auth-service,/Login,500.0,1078.0,v2.0,eu-central
2025-11-24 21:05:25.092159,,/login/,400.0,309.0,v1.1,us-west
2025-12-20 13:48:25.092159,user-service,/profile,,311.0,v1.0,us-west
2026-01-05 23:10:25.092159,user-service,/login,,1006.0,v2.0,us-east
2026-01-02 17:37:25.092159,auth-service,/Login,400.0,,v1.1,us-east
2026-01-02 17:37:25.092159,auth-service,/Login,400.0,,v1.1,us-east
2025-11-21 20:57:25.092159,order-service,/login/,,-1.0,v1.0,ap-south
2025-11-27 18:01:25.092159,auth-service,/profile,503.0,-1.0,v2.0,eu-central
2025-12-15 05:24:25.092159,,/login/,999.0,1430.0,v1.1,ap-south
2025-11-24 16:35:25.092159,,/login,500.0,349.0,v2.0,us-east
2025-12-04 19:54:25.092159,,/profile,400.0,999.0,v1.1,eu-central
2025-12-01 09:50:25.092159,user-service,/login/,999.0,-1.0,,eu-central
2025-11-20 15:56:25.092159,order-service,,500.0,479.0,,eu-central
2026-01-03 13:51:25.092159,auth-service,,400.0,-1.0,v2.0,us-east
2025-12-27 06:46:25.092159,,,999.0,1093.0,v1.1,us-east
2025-11-16 18:23:25.092159,,/Login,200.0,481.0,v1.0,ap-south
2025-12-07 06:34:25.092159,order-service,/login,400.0,1630.0,v1.0,us-east
2025-11-17 05:58:25.092159,,/login,,-1.0,v1.1,eu-central
2025-12-12 22:28:25.092159,order-service,,201.0,,v2.0,us-east
2025-12-17 02:50:25.092159,auth-service,,503.0,1192.0,,
2025-11-30 02:15:25.092159,,,200.0,1787.0,v2.0,
2025-12-07 10:27:25.092159,auth-service,/profile,201.0,,v1.0,us-west
2025-11-15 19:11:25.092159,order-service,/profile,400.0,-1.0,v1.1,us-west
2025-12-07 14:12:25.092159,user-service,,500.0,1534.0,v2.0,us-west
2025-12-11 03:47:25.092159,order-service,/login/,999.0,1275.0,v1.1,us-east
2025-11-30 17:01:25.092159,user-service,,401.0,357.0,v2.0,
2026-01-06 21:55:25.092159,,,201.0,413.0,,us-east
2025-12-24 22:05:25.092159,order-service,,404.0,-1.0,v1.0,us-west
2025-12-17 03:24:25.092159,auth-service,/login,404.0,1009.0,,eu-central
2025-12-14 18:49:25.092159,auth-service,/Login,201.0,-1.0,v2.0,us-east
2025-12-27 00:51:25.092159,,/profile,200.0,505.0,,eu-central
2025-11-16 03:19:25.092159,user-service,/login,999.0,1166.0,v1.1,us-east
2025-11-11 13:39:25.092159,order-service,/login,201.0,201.0,v1.1,us-west
2025-12-26 16:05:25.092159,user-service,,,,,us-east
2025-11-20 04:00:25.092159,auth-service,/login,500.0,210.0,v1.0,us-west
2025-12-03 23:17:25.092159,order-service,/profile,401.0,-1.0,v1.0,us-west
2026-01-04 16:38:25.092159,,,500.0,230.0,v2.0,us-west
2025-12-16 19:00:25.092159,order-service,,999.0,274.0,v2.0,ap-south
2025-12-13 20:49:25.092159,user-service,/login,400.0,,v1.1,us-west
2025-12-12 16:40:25.092159,,/login/,,1384.0,v1.0,eu-central
2025-12-12 16:40:25.092159,,/login/,,1384.0,v1.0,eu-central
2025-11-16 14:30:25.092159,order-service,/login/,999.0,-1.0,v1.1,
2025-11-20 00:46:25.092159,user-service,/login,503.0,-1.0,,us-west
2025-12-28 23:48:25.092159,user-service,,201.0,658.0,v1.0,
2025-12-02 17:36:25.092159,auth-service,/login,401.0,-1.0,,us-east
2025-12-21 14:11:25.092159,,,999.0,,v1.0,us-west
2025-11-23 10:02:25.092159,order-service,/login/,401.0,,v1.1,us-east
2025-11-24 06:56:25.092159,,/Login,401.0,965.0,,us-east
2025-12-14 15:15:25.092159,,,400.0,951.0,v2.0,eu-central
2025-12-05 20:25:25.092159,auth-service,,999.0,1301.0,v1.0,
2025-12-26 02:32:25.092159,user-service,/Login,999.0,322.0,,
2025-11-25 10:51:25.092159,auth-service,/login,401.0,-1.0,,us-west
2025-12-07 10:51:25.092159,auth-service,/login,200.0,604.0,v2.0,us-east
2025-12-26 06:53:25.092159,auth-service,/login,201.0,147.0,v2.0,us-west
2025-12-28 05:52:25.092159,,/login,200.0,312.0,v1.1,ap-south
2025-11-13 23:00:25.092159,,,,230.0,v1.1,eu-central
2026-01-07 08:10:25.092159,auth-service,/login,500.0,1403.0,v1.0,ap-south
2025-12-13 13:27:25.092159,user-service,,,,v1.1,us-east
2025-12-30 01:55:25.092159,user-service,,503.0,209.0,v1.1,us-east
2025-11-21 14:24:25.092159,,/login,503.0,335.0,v1.1,ap-south
2025-11-20 23:53:25.092159,,/login/,,245.0,v1.1,
2025-11-12 20:00:25.092159,,,401.0,1453.0,v1.0,us-west
2025-11-29 21:07:25.092159,auth-service,/login,201.0,,v2.0,eu-central
2025-12-05 18:51:25.092159,auth-service,,200.0,-1.0,v2.0,
2025-12-10 15:27:25.092159,order-service,/login,503.0,,v2.0,eu-central
2025-11-28 19:00:25.092159,user-service,/login/,201.0,,v1.0,eu-central
2025-11-25 19:15:25.092159,user-service,/login/,503.0,362.0,v1.0,us-east
2025-11-29 03:40:25.092159,auth-service,/Login,401.0,268.0,v1.0,ap-south
2025-12-21 03:17:25.092159,user-service,/login/,999.0,1126.0,v1.0,ap-south
2025-11-22 18:08:25.092159,order-service,/Login,,,v1.0,us-east
2025-11-26 20:08:25.092159,order-service,/login,401.0,,,
2025-11-26 20:08:25.092159,order-service,/login,401.0,,,
2025-11-23 06:06:25.092159,order-service,/profile,201.0,467.0,v1.1,us-west
2025-11-28 13:40:25.092159,order-service,,503.0,771.0,,us-west
2026-01-07 15:33:25.092159,user-service,,200.0,1719.0,,eu-central
2025-12-02 21:51:25.092159,user-service,/login/,401.0,,v1.1,
2025-12-07 02:19:25.092159,user-service,/login,201.0,,v2.0,ap-south
2026-01-03 03:02:25.092159,,/login,400.0,1188.0,v1.0,us-east
2025-11-26 23:37:25.092159,auth-service,/Login,503.0,,v2.0,us-west
2025-12-28 14:03:25.092159,order-service,/login,200.0,,v1.1,us-west
2025-12-30 04:54:25.092159,,/login/,200.0,-1.0,,eu-central
2025-12-04 08:44:25.092159,user-service,,400.0,128.0,v2.0,us-west
2025-11-14 23:47:25.092159,auth-service,/login/,401.0,170.0,,ap-south
2025-12-29 06:29:25.092159,user-service,/Login,,-1.0,v2.0,us-east
2025-12-29 06:29:25.092159,user-service,/Login,,-1.0,v2.0,us-east
2025-12-19 15:43:25.092159,user-service,/login,201.0,289.0,,eu-central
2025-12-18 06:35:25.092159,auth-service,,400.0,306.0,v1.0,us-east
2025-11-29 16:51:25.092159,user-service,/Login,503.0,421.0,,us-east
2025-12-30 23:40:25.092159,,,503.0,175.0,,ap-south
2025-12-31 03:53:25.092159,order-service,,201.0,-1.0,v1.0,us-west
2025-12-30 16:24:25.092159,user-service,,404.0,214.0,v1.1,ap-south
2025-11-11 13:47:25.092159,order-service,/login/,,-1.0,v2.0,us-west
2025-12-29 22:25:25.092159,user-service,/login/,401.0,408.0,v1.0,us-west
2025-11-24 15:03:25.092159,order-service,/Login,404.0,-1.0,v1.1,us-west
